provinsi,jenis,daerah,tahun,periode,gk,gk_scaled,provinsi_encoded,jenis_encoded,daerah_encoded,periode_encoded,pulau,gk_category,gk_category_encoded,pulau_encoded,cluster,pca1,pca2,Cluster
ACEH,MAKANAN,PERDESAAN,2022,MARET,434104.0,0.46773191698957395,0,0,0,0,Sumatra,Menengah,0,5,2,129193.27946268657,-16.032336925869153,2
ACEH,MAKANAN,PERDESAAN,2022,SEPTEMBER,462138.0,0.5017421222348661,0,0,0,1,Sumatra,Menengah,0,5,2,157227.2794623864,-15.974122386080747,2
ACEH,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,410420.0,0.438999031884719,0,0,1,0,Sumatra,Menengah,0,5,2,105509.27945974597,-16.083318169737346,2
ACEH,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,418296.0,0.4485540142815201,0,0,1,1,Sumatra,Menengah,0,5,2,113385.27945973747,-16.066923453368496,2
ACEH,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,438658.0,0.4732567252469422,0,0,1,0,Sumatra,Menengah,0,5,2,133747.27946293802,-16.022722513708246,2
ACEH,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,468255.0,0.5091631262116605,0,0,1,1,Sumatra,Menengah,0,5,2,163344.27946261526,-15.961265371280458,2
ACEH,NONMAKANAN,PERKOTAAN,2015,MARET,116717.0,0.08268529459578156,0,1,2,0,Sumatra,Sangat Rendah,2,5,1,-188193.7205614347,-16.705279779083277,1
ACEH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,118196.0,0.08447958344353027,0,1,2,1,Sumatra,Sangat Rendah,2,5,1,-186714.7205613506,-16.702156290535385,1
ACEH,NONMAKANAN,PERKOTAAN,2016,MARET,121727.0,0.08876331158511286,0,1,2,0,Sumatra,Sangat Rendah,2,5,1,-183183.72055790655,-16.692872974050776,1
ACEH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,125719.0,0.09360631434387748,0,1,2,1,Sumatra,Sangat Rendah,2,5,1,-179191.72055785882,-16.684536011137702,1
ACEH,NONMAKANAN,PERDESAAN,2015,MARET,84638.0,0.0437677882084044,0,1,0,0,Sumatra,Sangat Rendah,2,5,1,-220272.7205616053,-16.77216428173481,1
ACEH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,87682.0,0.04746069912966679,0,1,0,1,Sumatra,Sangat Rendah,2,5,1,-217228.72056154386,-16.765794041343895,1
ACEH,NONMAKANAN,PERDESAAN,2016,MARET,88288.0,0.04819588441819669,0,1,0,0,Sumatra,Sangat Rendah,2,5,1,-216622.72055805748,-16.762578935172918,1
ACEH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,90972.0,0.051452051603698735,0,1,0,1,Sumatra,Sangat Rendah,2,5,1,-213938.72055799083,-16.75695555143599,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,93744.0,0.05481497836905331,0,1,1,0,Sumatra,Sangat Rendah,2,5,1,-211166.72056141967,-16.75310628210462,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,96344.0,0.05796923868287795,0,1,1,1,Sumatra,Sangat Rendah,2,5,1,-208566.7205613518,-16.74765716492029,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,98155.0,0.06016630230916118,0,1,1,0,Sumatra,Sangat Rendah,2,5,1,-206755.72055788286,-16.741942163560278,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,101217.0,0.0638810504172116,0,1,1,1,Sumatra,Sangat Rendah,2,5,1,-203693.72055782168,-16.735534580336665,1
ACEH,NONMAKANAN,PERKOTAAN,2017,MARET,127858.0,0.0962013000405201,0,1,2,0,Sumatra,Sangat Rendah,2,5,1,-177052.7205543946,-16.678140540381833,1
ACEH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,132061.0,0.10130028315552203,0,1,2,1,Sumatra,Sangat Rendah,2,5,1,-172849.72055434994,-16.66936583648545,1
ACEH,NONMAKANAN,PERKOTAAN,2018,MARET,134561.0,0.10433322576496878,0,1,2,0,Sumatra,Sangat Rendah,2,5,1,-170349.72055089095,-16.662221434473782,1
ACEH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,136434.0,0.10660550636796631,0,1,2,1,Sumatra,Sangat Rendah,2,5,1,-168476.72055081258,-16.65828055281014,1
ACEH,NONMAKANAN,PERDESAAN,2017,MARET,94463.0,0.0556872526635302,0,1,0,0,Sumatra,Sangat Rendah,2,5,1,-210447.72055454616,-16.747755219024043,1
ACEH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,96799.0,0.05852123423779725,0,1,0,1,Sumatra,Sangat Rendah,2,5,1,-208111.7205544745,-16.742853796719302,1
ACEH,NONMAKANAN,PERDESAAN,2018,MARET,100825.0,0.06340548501605034,0,1,0,0,Sumatra,Sangat Rendah,2,5,1,-204085.72055103758,-16.732543552335464,1
ACEH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,104778.0,0.06820117387010757,0,1,0,1,Sumatra,Sangat Rendah,2,5,1,-200132.72055098932,-16.724287498893236,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,104496.0,0.06785905794376196,0,1,1,0,Sumatra,Sangat Rendah,2,5,1,-200414.72055437395,-16.726774063509843,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,107572.0,0.07159079053042527,0,1,1,1,Sumatra,Sangat Rendah,2,5,1,-197338.72055431298,-16.7203374358608,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,111335.0,0.07615597574616453,0,1,1,0,Sumatra,Sangat Rendah,2,5,1,-193575.72055087227,-16.710572811754734,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,114830.0,0.08039602951417113,0,1,1,1,Sumatra,Sangat Rendah,2,5,1,-190080.72055081738,-16.703266925944522,1
ACEH,NONMAKANAN,PERKOTAAN,2019,MARET,137577.0,0.10799216772900536,0,1,2,0,Sumatra,Sangat Rendah,2,5,1,-167333.72054733394,-16.653951385463632,1
ACEH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,140281.0,0.11127259845538298,0,1,2,1,Sumatra,Sangat Rendah,2,5,1,-164629.72054726759,-16.648286509690372,1
ACEH,NONMAKANAN,PERKOTAAN,2020,MARET,143425.0,0.11508682708102325,0,1,2,0,Sumatra,Sangat Rendah,2,5,1,-161485.7205438179,-16.639806064108797,1
ACEH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,144182.0,0.11600520210316373,0,1,2,1,Sumatra,Sangat Rendah,2,5,1,-160728.7205437234,-16.63818043807251,1
ACEH,NONMAKANAN,PERDESAAN,2019,MARET,106943.0,0.07082770216988846,0,1,0,0,Sumatra,Sangat Rendah,2,5,1,-197967.72054752544,-16.717838088490137,1
ACEH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,110248.0,0.0748372522995771,0,1,0,1,Sumatra,Sangat Rendah,2,5,1,-194662.72054746782,-16.710926377025086,1
ACEH,NONMAKANAN,PERDESAAN,2020,MARET,116270.0,0.08214300445721245,0,1,0,0,Sumatra,Sangat Rendah,2,5,1,-188640.72054405976,-16.69647522741526,1
ACEH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,116847.0,0.08284300761147279,0,1,0,1,Sumatra,Sangat Rendah,2,5,1,-188063.72054396267,-16.695223029705964,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,116842.0,0.08283694172625389,0,1,1,0,Sumatra,Sangat Rendah,2,5,1,-188068.72054735132,-16.697134929619367,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,120033.0,0.08670818967295174,0,1,1,1,Sumatra,Sangat Rendah,2,5,1,-184877.720547292,-16.69045972276141,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,125093.0,0.092846865514472,0,1,1,0,Sumatra,Sangat Rendah,2,5,1,-179817.72054387006,-16.67800434009918,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,125892.0,0.09381619397245117,0,1,1,1,Sumatra,Sangat Rendah,2,5,1,-179018.72054377614,-16.67629158078659,1
ACEH,NONMAKANAN,PERKOTAAN,2021,MARET,147729.0,0.12030834107744681,0,1,2,0,Sumatra,Sangat Rendah,2,5,1,-157181.72054027955,-16.628863927958832,1
ACEH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,151144.0,0.12445134068195107,0,1,2,1,Sumatra,Sangat Rendah,2,5,1,-153766.7205402235,-16.621724010293953,1
ACEH,NONMAKANAN,PERKOTAAN,2022,MARET,157867.0,0.13260752994727532,0,1,2,0,Sumatra,Sangat Rendah,2,5,1,-147043.7205368256,-16.60581856481067,1
ACEH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,164956.0,0.14120774201062258,0,1,2,1,Sumatra,Sangat Rendah,2,5,1,-139954.7205368227,-16.591056560071504,1
ACEH,NONMAKANAN,PERDESAAN,2021,MARET,122118.0,0.08923766380923034,0,1,0,0,Sumatra,Sangat Rendah,2,5,1,-182792.72054054376,-16.682329906060424,1
ACEH,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,126262.0,0.0942650694786493,0,1,0,1,Sumatra,Sangat Rendah,2,5,1,-178648.72054049824,-16.673677603671223,1
ACEH,NONMAKANAN,PERDESAAN,2022,MARET,131658.0,0.10081137280687921,0,1,0,0,Sumatra,Sangat Rendah,2,5,1,-173252.72053708116,-16.660525154798602,1
ACEH,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,140763.0,0.11185734979048434,0,1,0,1,Sumatra,Sangat Rendah,2,5,1,-164147.7205371074,-16.64158075279712,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,130689.0,0.09963580425145763,0,1,1,0,Sumatra,Sangat Rendah,2,5,1,-174221.7205403504,-16.66438181840213,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,134643.0,0.10443270628255866,0,1,1,1,Sumatra,Sangat Rendah,2,5,1,-170267.7205403021,-16.65612369035809,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,140570.0,0.11162320662103503,0,1,1,0,Sumatra,Sangat Rendah,2,5,1,-164340.7205368927,-16.64186962792084,1
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,149038.0,0.12189638982775314,0,1,1,1,Sumatra,Sangat Rendah,2,5,1,-155872.72053690976,-16.624246747276548,1
ACEH,TOTAL,PERKOTAAN,2013,MARET,359217.0,0.3768807277121179,0,2,2,0,Sumatra,Rendah,1,5,0,54306.27943218319,-16.204674129380077,0
ACEH,TOTAL,PERKOTAAN,2013,SEPTEMBER,374261.0,0.3951317631587248,0,2,2,1,Sumatra,Rendah,1,5,2,69350.27943207102,-16.173408667189648,2
ACEH,TOTAL,PERKOTAAN,2014,MARET,383186.0,0.40595936827444973,0,2,2,0,Sumatra,Rendah,1,5,2,78275.279435437,-16.152934948506157,2
ACEH,TOTAL,PERKOTAAN,2014,SEPTEMBER,396939.0,0.4226441921575383,0,2,2,1,Sumatra,Rendah,1,5,2,92028.27943534352,-16.12434779726099,2
ACEH,TOTAL,PERDESAAN,2013,MARET,319416.0,0.3285950681926816,0,2,0,0,Sumatra,Rendah,1,5,0,14505.279432124284,-16.287578707259595,0
ACEH,TOTAL,PERDESAAN,2013,SEPTEMBER,337962.0,0.3510946496466015,0,2,0,1,Sumatra,Rendah,1,5,0,33051.27943196142,-16.249047989507343,0
ACEH,TOTAL,PERDESAAN,2014,MARET,350204.0,0.36594636301654043,0,2,0,0,Sumatra,Rendah,1,5,0,45293.27943527949,-16.2216928165981,0
ACEH,TOTAL,PERDESAAN,2014,SEPTEMBER,369232.0,0.38903069580556165,0,2,0,1,Sumatra,Rendah,1,5,2,64321.27943510964,-16.182162140770235,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2013,MARET,313294.0,0.32116799833066834,0,2,1,0,Sumatra,Rendah,1,5,0,8383.279432530282,-16.300112744092992,0
ACEH,TOTAL,PERDESAANPERKOTAAN,2013,SEPTEMBER,313294.0,0.32116799833066834,0,2,1,1,Sumatra,Rendah,1,5,0,8383.279432635754,-16.30005759163189,0
ACEH,TOTAL,PERDESAANPERKOTAAN,2014,MARET,313294.0,0.32116799833066834,0,2,1,0,Sumatra,Rendah,1,5,0,8383.279436130892,-16.298099694161788,0
ACEH,TOTAL,PERDESAANPERKOTAAN,2014,SEPTEMBER,313294.0,0.32116799833066834,0,2,1,1,Sumatra,Rendah,1,5,0,8383.279436236364,-16.298044541700687,0
ACEH,TOTAL,PERKOTAAN,2015,MARET,410414.0,0.43899175282245634,0,2,2,0,Sumatra,Menengah,0,5,2,105503.2794414676,-16.093676634667904,2
ACEH,TOTAL,PERKOTAAN,2015,SEPTEMBER,420324.0,0.45101433732630336,0,2,2,1,Sumatra,Menengah,0,5,2,115413.27944142971,-16.073062178204037,2
ACEH,TOTAL,PERKOTAAN,2016,MARET,427970.0,0.46029028900303537,0,2,2,0,Sumatra,Menengah,0,5,2,123059.2794448142,-16.055241875244008,2
ACEH,TOTAL,PERKOTAAN,2016,SEPTEMBER,445488.0,0.4815427244559507,0,2,2,1,Sumatra,Menengah,0,5,2,140577.27944466623,-16.018843848159246,2
ACEH,TOTAL,PERDESAAN,2015,MARET,382117.0,0.40466248201465027,0,2,0,0,Sumatra,Rendah,1,5,2,77206.2794384184,-16.1534729988929,2
ACEH,TOTAL,PERDESAAN,2015,SEPTEMBER,394419.0,0.41958698600721595,0,2,0,1,Sumatra,Rendah,1,5,2,89508.27943834587,-16.12789609488366,2
ACEH,TOTAL,PERDESAAN,2016,MARET,403985.0,0.43119223760800307,0,2,0,0,Sumatra,Menengah,0,5,2,99074.27944452647,-16.105334550791767,2
ACEH,TOTAL,PERDESAAN,2016,SEPTEMBER,415826.0,0.4455574669833867,0,2,0,1,Sumatra,Menengah,0,5,2,110915.27944446064,-16.08071403821999,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2015,MARET,390150.0,0.41440793320732466,0,2,1,0,Sumatra,Rendah,1,5,2,85239.2794386195,-16.136641047011953,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,401772.0,0.42850747681012075,0,2,1,1,Sumatra,Menengah,0,5,2,96861.27944138076,-16.111716866594076,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2016,MARET,410956.0,0.43964929478018444,0,2,1,0,Sumatra,Menengah,0,5,2,106045.279444743,-16.090705826040075,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,424765.0,0.4564020565777246,0,2,1,1,Sumatra,Menengah,0,5,2,119854.27944464871,-16.062002497093182,2
ACEH,TOTAL,PERKOTAAN,2017,MARET,458011.0,0.4967353405751914,0,2,2,0,Sumatra,Menengah,0,5,2,153100.27944798023,-15.990905712139533,2
ACEH,TOTAL,PERKOTAAN,2017,SEPTEMBER,479872.0,0.5232566039292378,0,2,2,1,Sumatra,Menengah,0,5,2,174961.27944776934,-15.945497689365162,2
ACEH,TOTAL,PERKOTAAN,2018,MARET,486338.0,0.5311010066943109,0,2,2,0,Sumatra,Menengah,0,5,2,181427.279451171,-15.930125416548755,2
ACEH,TOTAL,PERKOTAAN,2018,SEPTEMBER,496752.0,0.5437350324282223,0,2,2,1,Sumatra,Menengah,0,5,2,191841.27945112577,-15.908465360769306,2
ACEH,TOTAL,PERDESAAN,2017,MARET,425730.0,0.4575727724249711,0,2,0,0,Sumatra,Menengah,0,5,2,120819.27944781253,-16.05820928435802,2
ACEH,TOTAL,PERDESAAN,2017,SEPTEMBER,442869.0,0.47836541377829433,0,2,0,1,Sumatra,Menengah,0,5,2,137958.27944766998,-16.02259753136176,2
ACEH,TOTAL,PERDESAAN,2018,MARET,454740.0,0.49276703846499126,0,2,0,0,Sumatra,Menengah,0,5,2,149829.2794509934,-15.996012035726487,2
ACEH,TOTAL,PERDESAAN,2018,SEPTEMBER,467242.0,0.5079341778663127,0,2,0,1,Sumatra,Menengah,0,5,2,162331.27945091797,-15.970020211353923,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2017,MARET,435454.0,0.4693697059986752,0,2,1,0,Sumatra,Menengah,0,5,2,130543.27944798919,-16.03786918080516,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,454124.0,0.4920197214060237,0,2,1,1,Sumatra,Menengah,0,5,2,149213.27944782452,-15.999081212427644,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2018,MARET,464626.0,0.5047605067197876,0,2,1,0,Sumatra,Menengah,0,5,2,159715.27945116773,-15.975335846679332,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,476665.0,0.5193659451498395,0,2,1,1,Sumatra,Menengah,0,5,2,171754.27945109905,-15.950304562947867,2
ACEH,TOTAL,PERKOTAAN,2019,MARET,501617.0,0.5496371387462058,0,2,2,0,Sumatra,Menengah,0,5,2,196706.27945455053,-15.896414525461315,2
ACEH,TOTAL,PERKOTAAN,2019,SEPTEMBER,517900.0,0.5693913005500544,0,2,2,1,Sumatra,Menengah,0,5,3,212989.27945442044,-15.862578631620089,3
ACEH,TOTAL,PERKOTAAN,2020,MARET,541451.0,0.5979628331080867,0,2,2,0,Sumatra,Menengah,0,5,3,236540.27945757483,-15.811761786766619,3
ACEH,TOTAL,PERKOTAAN,2020,SEPTEMBER,543685.0,0.6006730706238884,0,2,2,1,Sumatra,Menengah,0,5,3,238774.27945764794,-15.807071973847174,3
ACEH,TOTAL,PERDESAAN,2019,MARET,479569.0,0.5228890112849728,0,2,0,0,Sumatra,Menengah,0,5,2,174658.2794542348,-15.942488697290267,2
ACEH,TOTAL,PERDESAAN,2019,SEPTEMBER,497615.0,0.5447820042170034,0,2,0,1,Sumatra,Menengah,0,5,2,192704.27945407917,-15.904995280446329,2
ACEH,TOTAL,PERDESAAN,2020,MARET,512886.0,0.563308430852548,0,2,0,0,Sumatra,Menengah,0,5,2,207975.2794573534,-15.871356138634525,2
ACEH,TOTAL,PERDESAAN,2020,SEPTEMBER,514663.0,0.5654642464593428,0,2,0,1,Sumatra,Menengah,0,5,3,209752.27945743315,-15.867614418745278,3
ACEH,TOTAL,PERDESAANPERKOTAAN,2019,MARET,486935.0,0.5318252733894467,0,2,1,0,Sumatra,Menengah,0,5,2,182024.27945444558,-15.927040504821012,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,504414.0,0.5530303949376548,0,2,1,1,Sumatra,Menengah,0,5,2,199503.2794542982,-15.890723387207098,2
ACEH,TOTAL,PERDESAANPERKOTAAN,2020,MARET,522125.0,0.5745169735600195,0,2,1,0,Sumatra,Menengah,0,5,3,217214.2794575371,-15.852022216962727,3
ACEH,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,524208.0,0.5770440213422106,0,2,1,1,Sumatra,Menengah,0,5,3,219297.27945761243,-15.847645668917592,3
ACEH,TOTAL,PERKOTAAN,2021,MARET,565776.0,0.6274733646980037,0,2,2,0,Sumatra,Menengah,0,5,3,260865.2794608235,-15.759284047645979,3
ACEH,TOTAL,PERKOTAAN,2021,SEPTEMBER,577270.0,0.6414176216391962,0,2,2,1,Sumatra,Menengah,0,5,3,272359.27946076274,-15.735383421904574,3
ACEH,TOTAL,PERKOTAAN,2022,MARET,606394.0,0.6767501898622073,0,2,2,0,Sumatra,Tinggi,3,5,3,301483.2794553648,-15.675278838058883,3
ACEH,TOTAL,PERKOTAAN,2022,SEPTEMBER,646232.0,0.7250807369322634,0,2,2,1,Sumatra,Tinggi,3,5,3,341321.2794548939,-15.592575698427023,3
ACEH,TOTAL,PERDESAAN,2021,MARET,529035.0,0.5829000269325303,0,2,0,0,Sumatra,Menengah,0,5,3,224124.27946072037,-15.835840343966622,3
